id	title	price_pc	price_mobile	normal_price	link	mobile_link	image_link	add_image_link	category_name1	category_name2	category_name3	category_name4	naver_category	naver_product_id	condition	import_flag	parallel_import	order_made	product_flag	adult	goods_type	barcode	manufacture_define_number	model_number	brand	maker	origin	card_event	event_words	coupon	partner_coupon_download	interest_free_event	point	installation_costs	search_tag	group_id	vendor_id	coordi_id	minimum_purchase_quantity	review_count	shipping	delivery_grade	delivery_detail	attribute	option_detail	seller_id	age_group	gender	class	update_time
PJP2016110	[대구출발] 에어부산 북큐슈(후쿠오카/벳부/유후인) 3일 패키지 	399000	399000		http://www.ntabi.kr/Product/pView?k=PJP2016110	http://www.ntabi.kr/Product/pView?k=PJP2016110	http://toursoft.ntravels.co.kr/ERPWeb/Data/Goods/PJP2016110201741211423829.jpg		일본	큐슈	패키지여행	에어부산	50001645												엔타비				에어부산 | 3월출발 | 3일 | 대구출발 | 한국인 기사 가이드 | 후쿠오카 | 모지코 | 유후인 | 벳부 | 큐슈여행 | 온천여행 | 돼지코110V | 가족여행 |						에어부산 | 3일 | 대구출발 | 한국인 기사 가이드 | 후쿠오카 | 모지코 | 유후인 | 벳부 | 큐슈여행 | 온천여행 | 돼지코110V | 가족여행 |						0			에어부산 ^  3일 ^  대구출발 ^  한국인 기사 가이드 ^  후쿠오카 ^  모지코 ^  유후인 ^  벳부 ^  큐슈여행 ^  온천여행 ^  돼지코110V ^  가족여행 					I	2018-02-08 18:04:30
PJP201691	[2박3일 패키지]카멜리아 실속 북큐슈 온천 특가!	169000	169000		http://www.ntabi.kr/Product/pView?k=PJP201691	http://www.ntabi.kr/Product/pView?k=PJP201691	http://toursoft.ntravels.co.kr/ERPWeb/Data/Goods/PJP2016912016831182904482.jpg		일본	큐슈	패키지여행	카멜리아	50001645												엔타비				카멜리아 | 3월출발 | 3일 | 유후인 | 벳부 | 태재부 | 후쿠오카 | 한국인 기사 가이드 | 온천여행 | 최소출발10명 | 여행책자 | 돼지코110V | 						카멜리아 | 3일 | 유후인 | 벳부 | 태재부 | 후쿠오카 | 한국인 기사 가이드 | 온천여행 | 최소출발10명 | 여행책자 | 돼지코110V | 						0			카멜리아 ^  3일 ^  유후인 ^  벳부 ^  태재부 ^  후쿠오카 ^  한국인 기사 가이드 ^  온천여행 ^  최소출발10명 ^  여행책자 ^  돼지코110V  					I	2018-02-08 18:04:30
PJP20186	[진에어 취항특가]눈의 나라 북해도 3일 패키지	549000	549000		http://www.ntabi.kr/Product/pView?k=PJP20186	http://www.ntabi.kr/Product/pView?k=PJP20186	http://toursoft.ntravels.co.kr/ERPWeb/Data/Goods/PJP2018620181191612155274.jpg		일본	북해도	패키지여행	진에어	50001645												엔타비				진에어 | 2월출발 | 3일 | 삿포로 | 오타루 | 도야호수 | 유람선 | 오오도리공원 | 유람원 | 대게특식 | 한국인 기사 가이드 | 온천여행 | 온천여행 | 가족여행 						진에어 | 3일 | 삿포로 | 오타루 | 도야호수 | 유람선 | 오오도리공원 | 유람원 | 대게특식 | 한국인 기사 가이드 | 온천여행 | 온천여행 | 가족여행 | 취항특가 | 						0			진에어 ^  3일 ^  삿포로 ^  오타루 ^  도야호수 ^  유람선 ^  오오도리공원 ^  유람원 ^  대게특식 ^  한국인 기사 가이드 ^  온천여행 ^  가족여행 ^  취항특가  					I	2018-02-08 18:04:30
PJP2016104	"[2박3일 패키지] 겨울맞이 주말 온천여행♨ 시모노세키,기타큐슈 관광+온천3일"	99000	99000		http://www.ntabi.kr/Product/pView?k=PJP2016104	http://www.ntabi.kr/Product/pView?k=PJP2016104	http://toursoft.ntravels.co.kr/ERPWeb/Data/Goods/PJP20161042017116101112919.jpg		일본	큐슈	패키지여행	부관훼리	50001645												엔타비				부관훼리 | 3월출발 | 3일 | 시모노세키 | 아카마신궁 | 단노우라 전망대 관광 | 모지코 | 고쿠라| 코로나유 온천욕 체험 | 한국인 기사 가이드 | 온천여행 | 						부관훼리 | 3일 | 시모노세키 | 아카마신궁 | 단노우라 전망대 관광 | 모지코 | 고쿠라| 코로나유 온천욕 체험 | 한국인 기사 가이드 | 온천여행 | 						0			부관훼리 ^  3일 ^  시모노세키 ^  아카마신궁 ^  단노우라 전망대 관광 ^  모지코 ^  고쿠라 ^  코로나유 온천욕 체험 ^  한국인 기사 가이드 ^  온천여행 					I	2018-02-08 18:04:30
PJP2016142	[3박4일 패키지] 쿠마모토 아소온천 관광 4일★	329000	329000		http://www.ntabi.kr/Product/pView?k=PJP2016142	http://www.ntabi.kr/Product/pView?k=PJP2016142	http://toursoft.ntravels.co.kr/ERPWeb/Data/Goods/PJP2016142201712191533363137.jpg		일본	큐슈	패키지여행	부관훼리	50001645												엔타비				부관훼리 | 3월출발 | 4일 | 벳부 | 유후인 | 아소 | 후쿠오카 | 단노우라 전망대 관광 | 태재부 | 시모노세키 | 가족여행 | 한국인 기사 가이드 | 온천여행 | 아소팜빌리지급 |						부관훼리 | 4일 | 벳부 | 유후인 | 아소 | 후쿠오카 | 단노우라 전망대 관광 | 태재부 | 시모노세키 | 가족여행 | 한국인 기사 가이드 | 온천여행						0			부관훼리 ^  4일 ^  벳부 ^  유후인 ^  아소 ^  후쿠오카 ^  단노우라 전망대 관광 ^  태재부 ^  시모노세키 ^  가족여행 ^  한국인 기사 가이드 ^  온천여행 ^  아소팜빌리지급 					I	2018-02-08 18:04:30
AJP2017907	[부산出/진에어]오키나와 에어텔(항공+호텔) 2박 3일	349600	349600		http://www.ntabi.kr/Product/Views?k=AJP2017907	http://www.ntabi.kr/Product/Views?k=AJP2017907	http://toursoft.ntravels.co.kr/ERPWeb/Data/Goods/AJP2017907201712271519359741.jpg		일본	오키나와	에어텔	진에어	50001645												엔타비				진에어 | 3월출발 |3일 | 오키나와 | 에어텔 | 로와지르 이스트 | 사잔 비치 리조트 앤 호텔 | 하얏트 리젠시 나하 오키나와 | 항공특가 | 츄라우미 | 국제거리   						진에어 | 3일 | 오키나와 | 에어텔 | 로와지르 이스트 | 사잔 비치 리조트 앤 호텔 | 하얏트 리젠시 나하 오키나와 | 항공특가 | 츄라우미 | 국제거리 | 만좌모 |   						0			진에어 ^  3일 ^  오키나와 ^  에어텔 ^  로와지르 이스트 ^  사잔 비치 리조트 앤 호텔 ^  하얏트 리젠시 나하 오키나와 ^  항공특가 ^  츄라우미 ^  국제거리 ^  만좌모    					I	2018-02-08 18:04:30
AJP2017911	[부산出/진에어]오키나와 에어텔(항공+호텔) 3박 4일	403600	403600		http://www.ntabi.kr/Product/Views?k=AJP2017911	http://www.ntabi.kr/Product/Views?k=AJP2017911	http://toursoft.ntravels.co.kr/ERPWeb/Data/Goods/AJP2017911201712261157513002.jpg		일본	오키나와	에어텔	진에어	50001645												엔타비				진에어 | 3월출발 | 4일 | 오키나와 | 에어텔 | 센츄리온 호텔 츄라우미 | 마하이나 웰너스 리조트 | 오리온 모토부 리조트 | 항공특가 | 츄라우미 | 국제거리   						진에어 | 4일 | 오키나와 | 에어텔 | 센츄리온 호텔 츄라우미 | 마하이나 웰너스 리조트 | 오리온 모토부 리조트 | 항공특가 | 츄라우미 | 국제거리 | 만좌모 |   						0			진에어 ^  4일 ^  오키나와 ^  에어텔 ^  센츄리온 호텔 츄라우미 ^  마하이나 웰너스 리조트 ^  오리온 모토부 리조트 ^  항공특가 ^  츄라우미^ 국제거리 ^  만좌모    					I	2018-02-08 18:04:30
AJP2017850	[진에어] 술값줄여 떠나는 일본여행 3일	249900	249900		http://www.ntabi.kr/Product/Views?k=AJP2017850	http://www.ntabi.kr/Product/Views?k=AJP2017850	http://toursoft.ntravels.co.kr/ERPWeb/Data/Goods/AJP20178502017113135529829.jpg		일본	키타큐슈	에어텔	진에어	50001645												엔타비				진에어 | 3월출발 | 키타큐슈 | 에어텔 | 호텔 테토라 키타큐슈 | 항공특가 | 키타큐슈호텔 | 시모노세키 | 고쿠라 | 모지코 | 후쿠오카 |   						진에어 | 3일 | 키타큐슈 | 에어텔 | 호텔 테토라 키타큐슈 | 항공특가 | 키타큐슈호텔 | 시모노세키 | 고쿠라 | 모지코 | 후쿠오카 |   						0			진에어 ^  3일 ^  키타큐슈 ^  에어텔 ^  호텔 테토라 키타큐슈 ^  항공특가 ^  키타큐슈호텔 ^  시모노세키 ^  고쿠라^  모지코^  후쿠오카   					I	2018-02-08 18:04:30
NTBLT3181	★Ndaytrip★ 비에이/후라노 코스 (03/01~03/31出)	69000	69000		http://ndaytrip.com/Products/Views?code=NTBLT3181&key=3	http://m.ndaytrip.com/Products/Views?code=NTBLT3181&key=3	http://admin.ntabi.kr/mobile/thumb/20180221041540_67839_medium_1508316271.jpg		일본	홋카이도	현지투어	NDT 버스	50001645												엔데이트립				3월 출발 | 버스투어 | 성인 1인 기준 | 면세점할인쿠폰 | 사쿠라야뷔페 500엔 할인권 | 비에이 특산과자 & 병우유 | 한국인 기사 가이드						자작나무길|패치워크로드|파노라마로드|마일드세븐언덕|오야코나무|크리스마스트리나무|삿포로|북해도버스투어						0			면세점할인쿠폰 ^ 사쿠라야뷔페 500엔 할인권 ^ 비에이 특산과자 & 병우유 ^한국인가이드					U	2018-03-14 15:19:27
NTBLT31722	★Ndaytrip★ 아사히야마 동물원/비에이/후라노 코스	95000	95000		http://ndaytrip.com/Products/Views?code=NTBLT31722&key=3	http://m.ndaytrip.com/Products/Views?code=NTBLT31722&key=3	http://admin.ntabi.kr/mobile/thumb/20171027025818_m_181661-20171027.jpg		일본	홋카이도	현지투어	NDT 버스	50001645												엔데이트립				2월 출발 | 3월 출발 |  버스투어 | 성인 1인 기준 | 면세점할인쿠폰 | 사쿠라야뷔페 500엔 할인권 | 한국인 가이드| 펭귄쇼						오-도리역|후라노|아사히야마 동물원|비에이|아오이이케|패치워크로드|마일드세븐언덕|오야코나무|펭귄쇼|삿포로						0			면세점할인쿠폰 ^ 사쿠라야뷔페 500엔 할인권 ^한국인가이드					U	2018-02-27 09:46:15
NTBLT31720	★Ndaytrip★ 오타루/호헤이쿄 온천 코스(~03/31出)	69000	69000		http://ndaytrip.com/Products/Views?code=NTBLT31720&key=3	http://m.ndaytrip.com/Products/Views?code=NTBLT31720&key=3	http://admin.ntabi.kr/mobile/thumb/20180222012943_OOOOO.jpg		일본	홋카이도	현지투어	NDT 버스	50001645												엔데이트립				2월 출발 | 3월 출발 | 성인 1인 기준 | 면세점할인쿠폰 | 사쿠라야뷔페 500엔 할인권 | 한국인 기사 가이드| 호헤이쿄						오-도리역|오타루|조잔케이|호헤이쿄|닛카 증류소|오타루운하|후타미공원|후타미쯔리바시						0			면세점할인쿠폰 ^ 사쿠라야뷔페 500엔 할인권 ^ 한국인 기사 가이드					U	2018-02-27 09:46:34
NTBLT31716	[오사카] 교토5스팟1일투어/교토자유여행	59000	59000		http://ndaytrip.com/Products/Views?code=NTBLT31716&key=3	http://m.ndaytrip.com/Products/Views?code=NTBLT31716&key=3	http://admin.ntabi.kr/mobile/thumb/20180208053401_ssssssssssss.JPG		일본	오사카	자유여행	엔데이트립	50001645												엔데이트립				"교토 5스팟(후시미이나리타이샤,청수사,금각사,치쿠린,도게츠교or온천)|2월-4월출발|항공권불포함|성인/소아동일요금"						교토|오사카|오사카1일투어|교토자유여행|오사카자유여행|일본여행|오사카패스|교토투어|오사카투어|청수사|츠루동탄|금각사|아라시야마|도게츠교|후시미이나리타이샤						0			면세점할인쿠폰^돈키호테할인쿠폰^오르골당할인쿠폰					I	2018-02-08 03:06:00
NTBLT11181	"[오사카] 교토,나라,고베 1일투어/오사카자유여행"	79000	79000		http://ndaytrip.com/Products/Views?code=NTBLT11181&key=11	http://m.ndaytrip.com/Products/Views?code=NTBLT11181&key=11	http://admin.ntabi.kr/mobile/thumb/20180208054441_gggg.jpg		일본	오사카	자유여행	엔데이트립	50001645												엔데이트립				오사카|교토|나라|고베|1일투어|2월-4월출발|항공권불포함|성인/소아동일요금						교토|오사카|오사카1일투어|교토자유여행|오사카자유여행|일본여행|오사카패스|나라|고베|동대사|간사이쓰루패스						0			면세점할인쿠폰^돈키호테할인쿠폰^오르골당할인쿠폰					I	2018-02-08 03:06:00
NTBLT31717	[오사카] 히메지성+고베+야경 1일투어/고베자유여행	69000	69000		http://ndaytrip.com/Products/Views?code=NTBLT31717&key=3	http://m.ndaytrip.com/Products/Views?code=NTBLT31717&key=3	http://admin.ntabi.kr/mobile/thumb/20171228021940_text11988.png		일본	오사카	자유여행	엔데이트립	50001645												엔데이트립				오사카|고베|1일투어|2월-4월출발|항공권불포함|성인/소아동일요금						교토|나라|고베|오사카|오사카1일투어|고베자유여행|오사카자유여행|일본여행|오사카패스|히메지성|고베|오사카맛집|고베야경투어|고베규						0			면세점할인쿠폰^돈키호테할인쿠폰^오르골당할인쿠폰					I	2018-02-08 03:06:00
2JP201786	Ndaytrip 교토 5 스팟 1일투어	59000	59000		http://www.ntabi.kr/Product/dViews?k=2JP201786	http://www.ntabi.kr/Product/dViews?k=2JP201786	http://toursoft.ntravels.co.kr/ERPWeb/Data/Goods/2JP20178620171211659257958.png		일본	오사카	자유여행	엔데이트립	50001645												엔데이트립				"교토 5스팟(후시미이나리타이샤,청수사,금각사,치쿠린,도게츠교or온천)|2월-4월출발|항공권불포함|성인/소아동일요금"						교토|오사카|오사카1일투어|교토자유여행|오사카자유여행|일본여행|오사카패스|교토투어|오사카투어|청수사|츠루동탄|금각사|아라시야마|도게츠교|후시미이나리타이샤|오사카버스투어|오사카현지투어						0			면세점할인쿠폰^돈키호테할인쿠폰^오르골당할인쿠폰					U	2018-02-27 09:25:43
2JP201825	Ndaytrip 교토 나라 고베 1일투어	79000	79000		http://www.ntabi.kr/Product/dViews?k=2JP201825	http://www.ntabi.kr/Product/dViews?k=2JP201825	http://toursoft.ntravels.co.kr/ERPWeb/Data/Goods/2JP20182520181241617128918.png		일본	오사카	자유여행	엔데이트립	50001645												엔데이트립				오사카|교토|나라|고베|1일투어|2월-4월출발|항공권불포함|성인/소아동일요금						교토|오사카|오사카1일투어|교토자유여행|오사카자유여행|일본여행|오사카패스|나라|고베|동대사|간사이쓰루패스						0			면세점할인쿠폰^돈키호테할인쿠폰^오르골당할인쿠폰					I	2018-02-08 03:06:00
